"value_eur";"club_name";"league_id";"league_name";"club_position";"overall";"potential";"age";"wage_eur";"release_clause_eur";"nation_team_id";"moneda"
6500000;"Dijon";2218;"Feminine Division 1";"RCB";73;82;23;550;15600000;;"€"
7e+06;"Real Betis";2222;"Primera Division Women";"LM";73;82;23;600;16800000;;"€"
6500000;"Huelva";2222;"Primera Division Women";"RCB";73;82;24;550;15600000;;"€"
6500000;"Angel City";2221;"NWSL";"SUB";73;82;18;500;1,5e+07;113009;"€"
6e+06;"Ajax";610;"Eredivisie Women";"LCB";73;82;18;500;14400000;;"€"
6e+06;"Dijon";2218;"Feminine Division 1";"GK";73;81;23;500;14400000;113394;"€"
6500000;"Hoffenheim";2215;"Bundesliga Women";"SUB";73;81;22;550;1,5e+07;;"€"
6500000;"Racing Louisville";2221;"NWSL";"RCM";73;81;23;600;1,5e+07;;"€"
7e+06;"North Carolina Courage";2221;"NWSL";"LM";73;81;23;600;16100000;;"€"
7e+06;"Ajax";610;"Eredivisie Women";"RW";73;81;22;650;16800000;;"€"
5500000;"SL Benfica";10003;"1st Division Women";"RCB";73;80;22;550;13200000;115682;"€"
6e+06;"Arsenal";2216;"Women's Super League";"RB";73;80;24;550;13500000;;"£"
5500000;"North Carolina Courage";2221;"NWSL";"LCB";73;80;25;600;12700000;;"€"
5500000;"Lille";2218;"Feminine Division 1";"RCB";73;80;20;500;13200000;;"€"
6e+06;"Liverpool";2216;"Women's Super League";"SUB";73;80;24;650;14400000;;"£"
6e+06;"Liverpool";2216;"Women's Super League";"SUB";73;80;24;650;14400000;113007;"£"
5500000;"NJ/NY Gotham";2221;"NWSL";"RES";73;80;24;550;12700000;;"€"
6e+06;"Orlando Pride";2221;"NWSL";"SUB";73;80;23;600;13800000;;"€"
5500000;"North Carolina Courage";2221;"NWSL";"SUB";73;80;22;500;12700000;;"€"
6e+06;"Guingamp";2218;"Feminine Division 1";"RCM";73;80;22;600;14400000;;"€"
6e+06;"Chicago Red Stars";2221;"NWSL";"LM";73;80;22;600;13800000;;"€"
5e+06;"Guingamp";2218;"Feminine Division 1";"GK";73;80;20;500;1,2e+07;;"€"
6e+06;"Le Havre";2218;"Feminine Division 1";"SUB";73;80;21;600;14400000;;"€"
6e+06;"Levante Las Planas";2222;"Primera Division Women";"RCM";73;80;23;600;14400000;;"€"
6e+06;"Lille";2218;"Feminine Division 1";"LM";73;80;21;500;14400000;;"€"
3800000;"Manchester City";2216;"Women's Super League";"SUB";73;79;25;500;8700000;113002;"£"
4500000;"Valencia";2222;"Primera Division Women";"SUB";73;79;24;550;7300000;113010;"€"
4500000;"SL Benfica";10003;"1st Division Women";"RB";73;79;23;550;10800000;115682;"€"
4500000;"Bayer Leverkusen";2215;"Bundesliga Women";"SUB";73;79;24;550;10400000;;"€"
4500000;"Köln";2215;"Bundesliga Women";"SUB";73;79;24;550;10800000;;"€"
4400000;"Leicester City";2216;"Women's Super League";"LDM";73;79;24;550;10600000;;"£"
4900000;"Guingamp";2218;"Feminine Division 1";"LCM";73;79;21;500;11800000;;"€"
4800000;"Racing Louisville";2221;"NWSL";"SUB";73;79;24;600;1,1e+07;;"€"
4800000;"San Diego Wave";2221;"NWSL";"SUB";73;79;24;600;1,1e+07;;"€"
4800000;"Houston Dash";2221;"NWSL";"RES";73;79;24;650;1,1e+07;;"€"
4500000;"Le Havre";2218;"Feminine Division 1";"LB";73;79;23;550;10800000;;"€"
3800000;"Bristol City";2216;"Women's Super League";"SUB";73;79;25;500;5850000;;"£"
4800000;"Köln";2215;"Bundesliga Women";"RS";73;79;20;600;11500000;;"€"
4600000;"NJ/NY Gotham";2221;"NWSL";"RB";73;79;21;500;10600000;;"€"
4800000;"SGS Essen";2215;"Bundesliga Women";"RM";73;79;24;600;11500000;;"€"
4e+06;"Rosengard";814;"Damallsvenskan Women";"SUB";73;79;21;500;9600000;;"€"
4400000;"Fleury 91";2218;"Feminine Division 1";"SUB";73;79;24;550;10100000;;"€"
3500000;"Athletic Bilbao";2222;"Primera Division Women";"SUB";73;78;26;500;7600000;;"€"
4400000;"Brighton & Hove Albion";2216;"Women's Super League";"RDM";73;78;25;650;9600000;;"£"
3800000;"Le Havre";2218;"Feminine Division 1";"SUB";73;78;22;500;8600000;;"€"
4700000;"Bristol City";2216;"Women's Super League";"ST";73;78;23;650;10700000;;"£"
4e+06;"Everton";2216;"Women's Super League";"LCB";73;78;25;600;8700000;;"£"
3500000;"Montpellier";2218;"Feminine Division 1";"GK";73;78;26;500;7600000;;"€"
4200000;"Dijon";2218;"Feminine Division 1";"LB";73;78;25;600;9600000;;"€"
4200000;"Washington Spirit";2221;"NWSL";"RCB";73;78;23;550;9100000;;"€"
4700000;"Racing Louisville";2221;"NWSL";"ST";73;78;24;650;10200000;;"€"
4700000;"OL Reign";2221;"NWSL";"SUB";73;78;23;650;10200000;;"€"
3500000;"Stade de Reims";2218;"Feminine Division 1";"GK";73;78;26;500;8e+06;;"€"
4400000;"Le Havre";2218;"Feminine Division 1";"RCM";73;78;25;650;1e+07;;"€"
4600000;"Real Betis";2222;"Primera Division Women";"SUB";73;78;24;600;10500000;;"€"
4300000;"Zurich";611;"Nationalliga A Women";"LB";73;78;24;550;9800000;;"€"
3900000;"Angel City";2221;"NWSL";"SUB";73;77;25;600;8500000;;"€"
3300000;"Houston Dash";2221;"NWSL";"RES";73;77;26;500;7200000;;"€"
4400000;"Guingamp";2218;"Feminine Division 1";"LS";73;77;24;650;1e+07;;"€"
3800000;"Villarreal";2222;"Primera Division Women";"RDM";73;77;26;650;8600000;;"€"
3800000;"Chicago Red Stars";2221;"NWSL";"LDM";73;77;25;600;8300000;;"€"
3300000;"Lille";2218;"Feminine Division 1";"GK";73;77;25;500;7500000;;"€"
3500000;"Glasgow City";607;"Scottish Premier League Women";"RCB";73;76;27;650;8e+06;;"€"
3100000;"Eintracht Frankfurt";2215;"Bundesliga Women";"SUB";73;76;26;500;6700000;;"€"
4e+06;"Werder Bremen";2215;"Bundesliga Women";"RDM";73;76;26;700;9100000;;"€"
4e+06;"Werder Bremen";2215;"Bundesliga Women";"LS";73;76;26;750;9100000;;"€"
3e+06;"Everton";2216;"Women's Super League";"SUB";73;76;27;500;6500000;;"£"
4e+06;"Levante Las Planas";2222;"Primera Division Women";"SUB";73;76;26;700;9100000;;"€"
4100000;"Villarreal";2222;"Primera Division Women";"RW";73;76;25;750;9300000;;"€"
4e+06;"Real Betis";2222;"Primera Division Women";"RM";73;76;25;650;9100000;;"€"
3600000;"Saint-Étienne";2218;"Feminine Division 1";"LCM";73;76;26;650;8200000;;"€"
4200000;"SL Benfica";10003;"1st Division Women";"RES";73;76;24;650;9600000;;"€"
2500000;"Freiburg";2215;"Bundesliga Women";"RES";73;75;29;550;5400000;;"€"
3100000;"Fleury 91";2218;"Feminine Division 1";"SUB";73;75;28;650;6700000;;"€"
2900000;"Köln";2215;"Bundesliga Women";"GK";73;75;26;500;6600000;;"€"
3100000;"Orlando Pride";2221;"NWSL";"SUB";73;74;27;650;6700000;;"€"
3600000;"Saint-Étienne";2218;"Feminine Division 1";"ST";73;74;26;750;8200000;;"€"
3600000;"Real Betis";2222;"Primera Division Women";"RCM";73;74;26;700;8200000;;"€"
3200000;"Real Betis";2222;"Primera Division Women";"LB";73;74;27;650;7300000;;"€"
2400000;"Werder Bremen";2215;"Bundesliga Women";"GK";73;74;28;550;5500000;;"€"
2100000;"Liverpool";2216;"Women's Super League";"RCB";73;73;31;650;4600000;;"£"
2500000;"Dijon";2218;"Feminine Division 1";"SUB";73;73;31;700;5500000;;"€"
1600000;"Sevilla";2222;"Primera Division Women";"RB";73;73;33;650;3500000;;"€"
3200000;"Guingamp";2218;"Feminine Division 1";"SUB";73;73;27;700;7e+06;;"€"
3e+06;"Kansas City";2221;"NWSL";"SUB";73;73;29;800;6300000;;"€"
3100000;"Angel City";2221;"NWSL";"SUB";73;73;28;750;6500000;;"€"
2400000;"Madrid CFF";2222;"Primera Division Women";"RCM";73;73;32;700;5e+06;;"€"
2900000;"Aston Villa";2216;"Women's Super League";"CM";73;73;30;700;6100000;;"£"
550000;"Eibar";2222;"Primera Division Women";"RCB";73;73;37;500;1200000;;"€"
2900000;"Houston Dash";2221;"NWSL";"SUB";73;73;30;700;6100000;;"€"
2500000;"Paris";2218;"Feminine Division 1";"RCB";73;73;30;650;5300000;;"€"
3e+06;"Saint-Étienne";2218;"Feminine Division 1";"LW";73;73;29;800;6600000;;"€"
2500000;"Bristol City";2216;"Women's Super League";"LCB";73;73;29;650;5500000;;"£"
3100000;"Dijon";2218;"Feminine Division 1";"RM";73;73;28;750;6800000;;"€"
1500000;"Liverpool";2216;"Women's Super League";"GK";73;73;32;500;3300000;;"£"
8e+05;"Liverpool";2216;"Women's Super League";"CB";73;73;35;500;1800000;;"£"
2500000;"Liverpool";2216;"Women's Super League";"SUB";73;73;30;650;5500000;;"£"
3100000;"Rosengard";814;"Damallsvenskan Women";"SUB";73;73;28;800;6800000;;"€"
3e+06;"Tottenham";2216;"Women's Super League";"RCM";73;73;29;750;6300000;;"£"
3e+06;"Portland Thorns";2221;"NWSL";"SUB";73;73;29;750;6300000;;"€"
2700000;"Kansas City";2221;"NWSL";"RES";73;73;29;650;5700000;;"€"
3200000;"Guingamp";2218;"Feminine Division 1";"RM";73;73;27;700;7e+06;;"€"
2500000;"Bristol City";2216;"Women's Super League";"RCB";73;73;30;650;5500000;;"£"
3200000;"Dijon";2218;"Feminine Division 1";"LM";73;73;27;700;7e+06;;"€"
1e+06;"Huelva";2222;"Primera Division Women";"SUB";73;73;33;500;2200000;;"€"
3e+06;"Werder Bremen";2215;"Bundesliga Women";"SUB";73;73;30;750;6600000;;"€"
3e+06;"Bordeaux";2218;"Feminine Division 1";"ST";73;73;29;800;6600000;;"€"
3e+06;"Lille";2218;"Feminine Division 1";"RCM";73;73;29;750;6600000;;"€"
3100000;"Rosengard";814;"Damallsvenskan Women";"LDM";73;73;28;750;6800000;;"€"
2800000;"Fleury 91";2218;"Feminine Division 1";"LB";73;73;28;650;5900000;;"€"
6e+06;"Barcelona";2222;"Primera Division Women";"SUB";72;89;16;500;16100000;;"€"
6e+06;"Barcelona";2222;"Primera Division Women";"SUB";72;86;21;500;16100000;;"€"
5500000;"Atletico Madrid";2222;"Primera Division Women";"SUB";72;86;19;500;1,5e+07;;"€"
5500000;"Wolfsburg";2215;"Bundesliga Women";"RES";72;84;20;500;12400000;;"€"
5500000;"Eibar";2222;"Primera Division Women";"SUB";72;84;18;500;13200000;;"€"
5500000;"Manchester City";2216;"Women's Super League";"SUB";72;83;21;500;12700000;113007;"£"
5e+06;"Paris";2218;"Feminine Division 1";"SUB";72;83;18;500;11500000;;"€"
5e+06;"SGS Essen";2215;"Bundesliga Women";"LB";72;83;20;500;1,2e+07;;"€"
4600000;"Stade de Reims";2218;"Feminine Division 1";"SUB";72;83;18;500;1,1e+07;;"€"
4900000;"Stade de Reims";2218;"Feminine Division 1";"LCB";72;83;21;500;11800000;;"€"
5500000;"West Ham United";2216;"Women's Super League";"SUB";72;82;21;500;12700000;;"£"
4400000;"Bayern Munich";2215;"Bundesliga Women";"SUB";72;82;19;500;10100000;116428;"€"
5e+06;"Paris Saint Germain";2218;"Feminine Division 1";"SUB";72;82;19;500;11500000;;"€"
5e+06;"Villarreal";2222;"Primera Division Women";"CM";72;82;22;550;1,2e+07;;"€"
4900000;"MSV Duisburg";2215;"Bundesliga Women";"RB";72;82;20;500;11800000;;"€"
5e+06;"SL Benfica";10003;"1st Division Women";"CDM";72;82;22;500;1,2e+07;;"€"
5e+06;"Eibar";2222;"Primera Division Women";"LB";72;82;22;500;1,2e+07;;"€"
4600000;"Freiburg";2215;"Bundesliga Women";"SUB";72;81;21;500;10600000;;"€"
5e+06;"Werder Bremen";2215;"Bundesliga Women";"RS";72;81;19;500;1,2e+07;;"€"
5e+06;"Brighton & Hove Albion";2216;"Women's Super League";"LB";72;81;23;500;11500000;;"£"
4900000;"Real Betis";2222;"Primera Division Women";"SUB";72;81;24;500;11800000;;"€"
5e+06;"Leicester City";2216;"Women's Super League";"SUB";72;81;22;550;1,2e+07;;"£"
5e+06;"Eintracht Frankfurt";2215;"Bundesliga Women";"SUB";72;80;20;500;11500000;;"€"
5e+06;"Bayer Leverkusen";2215;"Bundesliga Women";"SUB";72;80;23;600;11500000;;"€"
4600000;"Wolfsburg";2215;"Bundesliga Women";"RES";72;80;22;500;10400000;;"€"
5e+06;"Werder Bremen";2215;"Bundesliga Women";"SUB";72;80;20;500;1,2e+07;;"€"
5500000;"RB Leipzig";2215;"Bundesliga Women";"CAM";72;80;21;500;13200000;;"€"
4900000;"Orlando Pride";2221;"NWSL";"LDM";72;80;24;500;11300000;;"€"
4900000;"Kansas City";2221;"NWSL";"SUB";72;80;23;500;11300000;;"€"
4900000;"San Diego Wave";2221;"NWSL";"SUB";72;80;18;500;11300000;;"€"
5e+06;"Köln";2215;"Bundesliga Women";"LB";72;80;21;500;1,2e+07;;"€"
4600000;"Nürnberg";2215;"Bundesliga Women";"SUB";72;80;21;500;1,1e+07;;"€"
4700000;"Stade de Reims";2218;"Feminine Division 1";"RCM";72;79;24;550;11300000;;"€"
4400000;"SL Benfica";10003;"1st Division Women";"LCM";72;79;23;500;10600000;;"€"
4400000;"Freiburg";2215;"Bundesliga Women";"SUB";72;79;18;500;10100000;;"€"
4500000;"Guingamp";2218;"Feminine Division 1";"SUB";72;79;22;500;10800000;;"€"
4500000;"Juventus";603;"Serie A Women";"SUB";72;79;23;500;10400000;;"€"
4e+06;"OL Reign";2221;"NWSL";"SUB";72;79;23;500;9200000;;"€"
4400000;"Racing Louisville";2221;"NWSL";"RES";72;79;24;500;10100000;;"€"
4e+06;"NJ/NY Gotham";2221;"NWSL";"RES";72;79;24;500;9200000;;"€"
4700000;"Everton";2216;"Women's Super League";"SUB";72;79;23;600;10800000;;"£"
4500000;"Bristol City";2216;"Women's Super League";"RB";72;79;23;500;10800000;;"£"
4700000;"Bristol City";2216;"Women's Super League";"RW";72;79;23;600;11300000;;"£"
4800000;"Nürnberg";2215;"Bundesliga Women";"RS";72;79;22;600;11500000;;"€"
4700000;"SL Benfica";10003;"1st Division Women";"SUB";72;79;23;600;11300000;;"€"
3700000;"Köln";2215;"Bundesliga Women";"SUB";72;78;21;500;8900000;;"€"
3400000;"Saint-Étienne";2218;"Feminine Division 1";"LCB";72;78;24;500;8200000;;"€"
2900000;"Orlando Pride";2221;"NWSL";"SUB";72;78;25;500;6700000;;"€"
2900000;"Racing Louisville";2221;"NWSL";"SUB";72;78;25;500;6700000;;"€"
3e+06;"Racing Louisville";2221;"NWSL";"SUB";72;78;24;500;6900000;;"€"
3300000;"Portland Thorns";2221;"NWSL";"SUB";72;78;25;550;7600000;;"€"
3800000;"Lille";2218;"Feminine Division 1";"CF";72;78;22;600;9100000;;"€"
3700000;"MSV Duisburg";2215;"Bundesliga Women";"RM";72;78;23;550;8900000;;"€"
3e+06;"Nürnberg";2215;"Bundesliga Women";"GK";72;78;23;500;7200000;;"€"
3500000;"Zurich";611;"Nationalliga A Women";"RDM";72;78;19;500;8400000;;"€"
3600000;"Zurich";611;"Nationalliga A Women";"LDM";72;78;20;500;8600000;;"€"
2800000;"OL Reign";2221;"NWSL";"SUB";72;77;23;500;6100000;;"€"
2700000;"Houston Dash";2221;"NWSL";"SUB";72;77;26;500;5900000;;"€"
3200000;"Angel City";2221;"NWSL";"SUB";72;77;23;500;7e+06;;"€"
2700000;"Angel City";2221;"NWSL";"SUB";72;77;25;500;5900000;;"€"
3500000;"Chicago Red Stars";2221;"NWSL";"SUB";72;77;23;550;7600000;;"€"
3200000;"Werder Bremen";2215;"Bundesliga Women";"LCB";72;77;24;500;7300000;;"€"
3500000;"Freiburg";2215;"Bundesliga Women";"RES";72;77;20;500;7600000;;"€"
3200000;"Valencia";2222;"Primera Division Women";"LB";72;77;25;550;7300000;;"€"
3200000;"Huelva";2222;"Primera Division Women";"RB";72;77;25;550;7300000;;"€"
3500000;"RB Leipzig";2215;"Bundesliga Women";"SUB";72;77;24;550;8e+06;;"€"
3300000;"Bristol City";2216;"Women's Super League";"LW";72;76;25;650;7500000;113984;"£"
3400000;"Chicago Red Stars";2221;"NWSL";"SUB";72;76;24;550;7400000;;"€"
3e+06;"SL Benfica";10003;"1st Division Women";"LB";72;76;25;550;6800000;115682;"€"
3e+06;"Chicago Red Stars";2221;"NWSL";"SUB";72;76;25;550;6500000;;"€"
3400000;"Zurich";611;"Nationalliga A Women";"SUB";72;76;24;550;7700000;;"€"
3400000;"Zurich";611;"Nationalliga A Women";"RM";72;76;24;600;7700000;;"€"
2800000;"Everton";2216;"Women's Super League";"RB";72;75;26;550;6100000;;"£"
2900000;"Köln";2215;"Bundesliga Women";"RB";72;75;25;550;6600000;;"€"
3200000;"Chicago Red Stars";2221;"NWSL";"SUB";72;75;23;550;7e+06;;"€"
2800000;"Levante Las Planas";2222;"Primera Division Women";"RB";72;75;26;550;3900000;;"€"
3100000;"North Carolina Courage";2221;"NWSL";"SUB";72;75;25;650;6700000;;"€"
3100000;"Atletico Madrid";2222;"Primera Division Women";"SUB";72;75;26;700;6700000;;"€"
3100000;"Racing Louisville";2221;"NWSL";"SUB";72;75;26;700;6700000;;"€"
3200000;"Granada";2222;"Primera Division Women";"SUB";72;75;24;550;7300000;;"€"
3100000;"Tottenham";2216;"Women's Super League";"SUB";72;75;25;600;6700000;;"£"
2e+06;"Orlando Pride";2221;"NWSL";"GK";72;74;28;500;4400000;;"€"
2100000;"Guingamp";2218;"Feminine Division 1";"SUB";72;74;27;500;4800000;;"€"
2800000;"SL Benfica";10003;"1st Division Women";"SUB";72;73;26;700;6400000;;"€"
2700000;"Rosengard";814;"Damallsvenskan Women";"SUB";72;73;27;600;6100000;;"€"
2300000;"Rosengard";814;"Damallsvenskan Women";"SUB";72;73;28;600;5200000;;"€"
2800000;"Werder Bremen";2215;"Bundesliga Women";"CAM";72;73;26;600;6400000;;"€"
2800000;"Liverpool";2216;"Women's Super League";"SUB";72;73;26;700;6400000;;"£"
2700000;"North Carolina Courage";2221;"NWSL";"RES";72;73;26;600;5900000;113000;"€"
2800000;"Houston Dash";2221;"NWSL";"RW";72;73;26;700;6100000;;"€"
2500000;"NJ/NY Gotham";2221;"NWSL";"SUB";72;73;27;550;5400000;;"€"
2800000;"Köln";2215;"Bundesliga Women";"LM";72;73;26;600;6400000;;"€"
2400000;"Villarreal";2222;"Primera Division Women";"LDM";72;73;27;550;5500000;;"€"
1600000;"Madrid CFF";2222;"Primera Division Women";"SUB";72;72;31;550;3400000;;"€"
2300000;"Bayer Leverkusen";2215;"Bundesliga Women";"SUB";72;72;27;550;4800000;;"€"
750000;"SL Benfica";10003;"1st Division Women";"SUB";72;72;34;550;1700000;115682;"€"
2400000;"UDG Tenerife";2222;"Primera Division Women";"ST";72;72;28;700;5300000;;"€"
2400000;"Köln";2215;"Bundesliga Women";"SUB";72;72;28;650;5300000;;"€"
1600000;"Freiburg";2215;"Bundesliga Women";"SUB";72;72;30;500;3400000;;"€"
1100000;"Dijon";2218;"Feminine Division 1";"LCB";72;72;33;550;2400000;;"€"
2300000;"Nürnberg";2215;"Bundesliga Women";"RES";72;72;29;700;5100000;;"€"
2400000;"Bordeaux";2218;"Feminine Division 1";"LM";72;72;28;650;5300000;;"€"
950000;"Bristol City";2216;"Women's Super League";"LCM";72;72;35;500;2100000;;"£"
2400000;"SL Benfica";10003;"1st Division Women";"SUB";72;72;28;650;5300000;;"€"
2e+06;"Paris Saint Germain";2218;"Feminine Division 1";"RES";72;72;31;700;4200000;116428;"€"
2e+06;"MSV Duisburg";2215;"Bundesliga Women";"SUB";72;72;30;550;4400000;;"€"
1700000;"Real Betis";2222;"Primera Division Women";"RB";72;72;31;550;3700000;;"€"
1600000;"Sevilla";2222;"Primera Division Women";"LCB";72;72;31;550;3500000;;"€"
1500000;"Granada";2222;"Primera Division Women";"CAM";72;72;33;600;3300000;;"€"
4500000;"Granada";2222;"Primera Division Women";"LDM";71;86;20;500;12700000;;"€"
4400000;"Granada";2222;"Primera Division Women";"SUB";71;85;18;500;12400000;;"€"
4300000;"Valencia";2222;"Primera Division Women";"RCM";71;85;17;500;12100000;;"€"
4300000;"Atletico Madrid";2222;"Primera Division Women";"SUB";71;85;20;500;11700000;;"€"
4400000;"Arsenal";2216;"Women's Super League";"RES";71;85;19;500;11800000;;"£"
4500000;"Arsenal";2216;"Women's Super League";"SUB";71;84;20;500;1,2e+07;;"£"
4200000;"Olympique Lyonnais";2218;"Feminine Division 1";"SUB";71;83;19;500;9500000;;"€"
4300000;"Bayer Leverkusen";2215;"Bundesliga Women";"LCB";71;83;21;500;11500000;;"€"
4400000;"Lille";2218;"Feminine Division 1";"LCM";71;83;19;500;10600000;;"€"
3500000;"MSV Duisburg";2215;"Bundesliga Women";"GK";71;82;19;500;8400000;;"€"
4100000;"Eibar";2222;"Primera Division Women";"SUB";71;82;20;500;9800000;;"€"
3500000;"Wolfsburg";2215;"Bundesliga Women";"RES";71;82;19;500;7900000;;"€"
4e+06;"Barcelona";2222;"Primera Division Women";"SUB";71;81;19;500;9e+06;113011;"€"
4100000;"Bordeaux";2218;"Feminine Division 1";"RM";71;81;20;500;9800000;;"€"
3700000;"Bordeaux";2218;"Feminine Division 1";"CDM";71;81;18;500;8900000;;"€"
3800000;"Sevilla";2222;"Primera Division Women";"SUB";71;81;20;500;9100000;;"€"
3900000;"Atletico Madrid";2222;"Primera Division Women";"SUB";71;81;21;500;9e+06;;"€"
4e+06;"Hoffenheim";2215;"Bundesliga Women";"RES";71;81;19;500;9200000;;"€"
4200000;"Eibar";2222;"Primera Division Women";"ST";71;81;21;500;10100000;;"€"
4200000;"RB Leipzig";2215;"Bundesliga Women";"SUB";71;80;22;500;10100000;;"€"
3900000;"Stade de Reims";2218;"Feminine Division 1";"LB";71;80;19;500;9400000;;"€"
4e+06;"Ajax";610;"Eredivisie Women";"SUB";71;80;19;500;9600000;;"€"
4200000;"Liverpool";2216;"Women's Super League";"SUB";71;79;22;500;10100000;;"£"
3600000;"RB Leipzig";2215;"Bundesliga Women";"GK";71;79;23;500;8600000;;"€"
3800000;"Guingamp";2218;"Feminine Division 1";"RCB";71;79;20;500;9100000;;"€"
4100000;"SGS Essen";2215;"Bundesliga Women";"SUB";71;79;20;500;9800000;;"€"
3800000;"SGS Essen";2215;"Bundesliga Women";"SUB";71;79;20;500;9100000;;"€"
4100000;"Dijon";2218;"Feminine Division 1";"CAM";71;79;20;500;9800000;;"€"
3800000;"NJ/NY Gotham";2221;"NWSL";"RES";71;78;24;500;8700000;;"€"
3500000;"Nürnberg";2215;"Bundesliga Women";"SUB";71;78;22;500;8400000;;"€"
3800000;"North Carolina Courage";2221;"NWSL";"CAM";71;78;24;500;8700000;;"€"
3700000;"Houston Dash";2221;"NWSL";"LCM";71;78;24;500;8500000;;"€"
3500000;"Orlando Pride";2221;"NWSL";"RDM";71;78;24;500;8100000;;"€"
3600000;"Kansas City";2221;"NWSL";"SUB";71;78;24;500;8300000;;"€"
3700000;"Bayern Munich";2215;"Bundesliga Women";"SUB";71;78;24;500;8500000;113984;"€"
3500000;"Valencia";2222;"Primera Division Women";"LCB";71;78;23;500;8400000;;"€"
3600000;"UDG Tenerife";2222;"Primera Division Women";"SUB";71;78;22;500;8600000;;"€"
3600000;"Washington Spirit";2221;"NWSL";"SUB";71;78;23;500;8300000;;"€"
